Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,CIBIL_Score
LP002892,Male,Yes,2,Graduate,No,523200,0.0,16400000.0,360.0,Semiurban,Y,754
LP002893,Male,No,0,Graduate,No,146880,2706960.0,7200000.0,360.0,Urban,N,825
LP002894,Female,Yes,0,Graduate,No,253280,0.0,2880000.0,360.0,Semiurban,Y,755
LP002898,Male,Yes,1,Graduate,No,150400,0.0,4880000.0,360.0,Rural,N,508
LP002911,Male,Yes,1,Graduate,No,222960,153360.0,11680000.0,360.0,Rural,N,373
LP002912,Male,Yes,1,Graduate,No,342640,240000.0,13760000.0,84.0,Rural,N,824
LP002916,Male,Yes,0,Graduate,No,183760,121760.0,8320000.0,360.0,Urban,Y,686
LP002917,Female,No,0,Not Graduate,No,173200,0.0,5600000.0,360.0,Semiurban,Y,820
LP002925,,No,0,Graduate,No,380000,0.0,7520000.0,360.0,Semiurban,Y,847
LP002926,Male,Yes,2,Graduate,Yes,218080,0.0,8480000.0,360.0,Semiurban,N,469
LP002928,Male,Yes,0,Graduate,No,240000,273280.0,4480000.0,180.0,Semiurban,Y,816
LP002931,Male,Yes,2,Graduate,Yes,480000,0.0,16400000.0,240.0,Semiurban,N,706
LP002933,,No,3+,Graduate,Yes,748560,0.0,23360000.0,360.0,Semiurban,Y,801
LP002936,Male,Yes,0,Graduate,No,308720,264000.0,11360000.0,180.0,Rural,Y,684
LP002938,Male,Yes,0,Graduate,Yes,1289600,0.0,20800000.0,360.0,Urban,Y,708
LP002940,Male,No,0,Not Graduate,No,306640,0.0,8800000.0,360.0,Rural,Y,844
LP002941,Male,Yes,2,Not Graduate,Yes,510640,80000.0,14960000.0,360.0,Rural,N,845
LP002943,Male,No,,Graduate,No,238960,0.0,7040000.0,360.0,Semiurban,N,638
LP002945,Male,Yes,0,Graduate,Yes,797040,0.0,14400000.0,360.0,Rural,Y,815
LP002948,Male,Yes,2,Graduate,No,462400,0.0,15360000.0,360.0,Urban,Y,788
LP002949,Female,No,3+,Graduate,,33280,3333360.0,28000000.0,180.0,Urban,N,564
LP002950,Male,Yes,0,Not Graduate,,231520,223360.0,12400000.0,360.0,Rural,Y,765
LP002953,Male,Yes,3+,Graduate,No,456240,0.0,10240000.0,360.0,Urban,Y,824
LP002958,Male,No,0,Graduate,No,294080,344080.0,13760000.0,360.0,Rural,Y,750
LP002959,Female,Yes,1,Graduate,No,960000,0.0,39680000.0,360.0,Semiurban,Y,724
LP002960,Male,Yes,0,Not Graduate,No,192000,304000.0,,180.0,Urban,N,811
LP002961,Male,Yes,1,Graduate,No,272000,200000.0,13840000.0,360.0,Semiurban,Y,715
LP002964,Male,Yes,2,Not Graduate,No,318960,112880.0,12560000.0,360.0,Rural,Y,749
LP002974,Male,Yes,0,Graduate,No,258560,156000.0,8640000.0,360.0,Rural,Y,838
LP002978,Female,No,0,Graduate,No,232000,0.0,5680000.0,360.0,Rural,Y,698
LP002979,Male,Yes,3+,Graduate,No,328480,0.0,3200000.0,180.0,Rural,Y,787
LP002983,Male,Yes,1,Graduate,No,645760,19200.0,20240000.0,360.0,Urban,Y,846
LP002984,Male,Yes,2,Graduate,No,606640,0.0,14960000.0,360.0,Urban,Y,770
LP002990,Female,No,0,Graduate,Yes,366640,0.0,10640000.0,360.0,Semiurban,N,501
